id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName
2979,Men,Apparel,Topwear,Tshirts,Black,Fall,2010.0,Casual,Puma Men's Jersey Black Polo T-shirt
34330,Men,Apparel,Topwear,Tshirts,Purple,Summer,2012.0,Casual,Myntra Men  Killer Move Purple T-shirt
3251,Men,Footwear,Shoes,Sports Shoes,White,Fall,2010.0,Sports,Puma Men's Suede Archive Red White Shoe
42176,Men,Apparel,Topwear,Tshirts,Grey,Summer,2012.0,Casual,Status Quo Men Grey Striped T-shirt
12606,Women,Apparel,Topwear,Tops,Cream,Fall,2011.0,Casual,Jealous 21 Women Printed Cream Tops
35818,Women,Footwear,Shoes,Casual Shoes,Red,Summer,2012.0,Casual,Enroute Women Red Moccasins
2383,Men,Footwear,Shoes,Casual Shoes,Black,Winter,2018.0,Casual,Red Tape Casual Semi Men's Shoe
22093,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2010.0,Casual,Numero Uno Men Casual Brown Shoes
23141,Men,Apparel,Topwear,Sweatshirts,Navy Blue,Fall,2011.0,Casual,Quechua Men Warm Fleece Navy Blue Sweatshirt
37773,Men,Apparel,Topwear,Shirts,Red,Summer,2012.0,Casual,John Players Men Red Gingham Shirt
45353,Women,Footwear,Shoes,Heels,Beige,Summer,2016.0,Casual,Cobblerz Women Beige Sandals
4074,Women,Footwear,Shoes,Casual Shoes,Blue,Summer,2011.0,Casual,Numero Uno Women Dark Blue Shoe
10151,Men,Footwear,Shoes,Formal Shoes,Black,Fall,2011.0,Formal,Rockport Men Drsp Slip On Black Formal Shoes
11083,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Scullers Men Check Blue Shirts
4848,Men,Apparel,Topwear,Jackets,Navy Blue,Summer,2011.0,Sports,ADIDAS Men Revo Navy White Jacket
5394,Unisex,Footwear,Shoes,Sports Shoes,White,Summer,2011.0,Sports,Solognac Shoes Namib 50
21424,Women,Apparel,Topwear,Tops,White,Winter,2012.0,Casual,Roxy Women White Top
15611,Men,Apparel,Bottomwear,Track Pants,Navy Blue,Fall,2011.0,Casual,Nike Men Casual Navy Blue Track Pants
4246,Men,Apparel,Topwear,Tshirts,Green,Summer,2011.0,Casual,Probase Men's I'M So Broke Green T-shirt
10363,Women,Apparel,Topwear,Tops,Grey,Fall,2011.0,Casual,United Colors of Benetton Women Solid Grey Tops
40413,Women,Apparel,Dress,Dresses,White,Summer,2012.0,Casual,Tonga Women White Dress
26601,Men,Footwear,Shoes,Sports Shoes,Grey,Summer,2012.0,Sports,Puma Men Ikonis 2 Grey Sports Shoes
3063,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Tantra Men's Beer Addict Blue T-shirt
9559,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011.0,Casual,Nike Men Ath Dept Grey Tshirts
51753,Women,Footwear,Shoes,Casual Shoes,Grey,Winter,2015.0,Casual,Catwalk Women Grey Pumps
29649,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Formal,Indigo Nation Men Striped Blue Shirt
47636,Women,Footwear,Shoes,Heels,Red,Spring,2013.0,Casual,Carlton London Women Red Peep Toes
18932,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,Levi's Men Graphic Print Black Tshirt
6511,Men,Footwear,Sandal,Sandals,Brown,Winter,2018.0,Casual,Red Tape Men Tan Brown Floater
41999,Girls,Apparel,Topwear,Tops,Pink,Summer,2012.0,Casual,Gini and Jony Girls Pretty Blossom Pink Top
4622,Women,Apparel,Topwear,Tshirts,Green,Summer,2011.0,Casual,Jealous 21 Women Knit Green T-shirt
53460,Women,Footwear,Shoes,Heels,Gold,Winter,2015.0,Casual,Catwalk Women Golden Heels
20192,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Wrangler Men Polo White T-shirt
32457,Men,Apparel,Bottomwear,Shorts,Black,Spring,2013.0,Sports,ADIDAS Men Black Shorts
59966,Women,Apparel,Dress,Dresses,Black,Fall,2012.0,Party,Avirate Black Polka Dot Dress
37919,Women,Apparel,Topwear,Tops,Blue,Summer,2012.0,Casual,Mineral Women Floral Blue Top
33585,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Wrangler Men Timeless Lifestyle Blue T-shirt
30300,Men,Apparel,Topwear,Tshirts,Off White,Summer,2012.0,Casual,Myntra Men Chase Off White T-shirt
13182,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2011.0,Sports,FILA Men Dls Maxim Black Sports Shoes
6949,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Tantra Men's Glasses Blue T-shirt
26265,Men,Apparel,Topwear,Tshirts,Maroon,Summer,2013.0,Casual,Proline Men Maroon Polo T-Shirt
42720,Women,Footwear,Shoes,Flats,Brown,Winter,2012.0,Casual,Rocia Women Brown Sandals
9901,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Spykar Men Actif Low Waist Narrow Fit Blue Jeans
6175,Men,Footwear,Flip Flops,Flip Flops,Grey,Summer,2011.0,Casual,ADIDAS Men's Spiders Grey Flip Flop
46380,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,ADIDAS Men Blue Shirt
27185,Men,Apparel,Bottomwear,Trousers,Brown,Summer,2012.0,Formal,Mark Taylor Men Striped Brown Trousers
18758,Women,Apparel,Dress,Dresses,Black,Fall,2011.0,Casual,Arrow Woman Bling Black Dress
3635,Unisex,Footwear,Shoes,Sports Shoes,White,Fall,2012.0,Sports,Puma Unisex White Speeder Sports Shoes
29823,Men,Apparel,Topwear,Shirts,Red,Summer,2012.0,Casual,Basics Men Red Checked Shirt
26057,Men,Apparel,Topwear,Shirts,Purple,Summer,2012.0,Formal,John Miller Men Check Purple Shirt
34592,Women,Apparel,Dress,Dresses,Black,Summer,2012.0,Casual,Tonga Women Printed Black Dress
6347,Unisex,Footwear,Shoes,Casual Shoes,Navy Blue,Summer,2011.0,Casual,Converse Unisex Four Stitch Hi Navy Shoe
17710,Unisex,Footwear,Shoes,Casual Shoes,Maroon,Fall,2011.0,Casual,Vans Unisex Palisades Vulc Maroon Casual Shoes
35440,Boys,Apparel,Topwear,Shirts,Black,Summer,2012.0,Casual,Doodle Boys Check Black Shirt
7295,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,Megadeth Men's Logo Black T-shirt
4410,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2011.0,Casual,Billy Idol  Men's Crew Navy T-shirt
15047,Men,Apparel,Topwear,Jackets,Navy Blue,Fall,2011.0,Sports,ADIDAS Kids Boys Solid Navy Blue Jackets
41397,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,Wrangler Men Blue Check Shirt
24700,Women,Footwear,Shoes,Casual Shoes,Black,Summer,2010.0,Casual,Puma Women Yugorun Black Casual Shoes
19017,Women,Apparel,Topwear,Tshirts,Pink,Summer,2011.0,Casual,ADIDAS Originals Women Trefoil Pink Tshirt
8440,Women,Apparel,Topwear,Tshirts,Pink,Fall,2011.0,Casual,Jealous 21 Women Jealous Mabel Pink T-shirt
9592,Men,Apparel,Topwear,Shirts,Black,Fall,2011.0,Formal,Indigo Nation Men BL Black Shirts
7408,Men,Footwear,Shoes,Casual Shoes,Black,Winter,2018.0,Casual,Red Tape Men Black Shoes
29682,Men,Apparel,Bottomwear,Trousers,Grey,Summer,2012.0,Casual,Indigo Nation Men Striped Grey Trousers
3894,Girls,Apparel,Topwear,Tshirts,Pink,Summer,2011.0,Casual,Disney Kids Girl's Pink Minnie With Green Lace Kidswear
14708,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Formal,Genesis Men Stripes White Shirts
36458,Men,Footwear,Shoes,Sports Shoes,Black,Spring,2013.0,Sports,Spinn Men Texan Black Sports Shoes
44844,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Puma Men Black Ducati Logo T-shirt
11874,Men,Footwear,Shoes,Formal Shoes,Black,Summer,2013.0,Casual,Franco Leone Men Casual Black Sandals
45398,Women,Footwear,Shoes,Flats,White,Summer,2012.0,Casual,Rocia Women White Sandals
5951,Men,Apparel,Topwear,Shirts,Blue,Summer,2011.0,Casual,Locomotive Men Blue Checked Shirt
4883,Men,Apparel,Topwear,Tshirts,White,Summer,2016.0,Casual,Levis Kids Boy's Davis White Polo Tshirt
11048,Men,Apparel,Topwear,Shirts,Red,Fall,2011.0,Casual,Scullers Men Check Red Shirts
39622,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012.0,Sports,Nike Men Air Impel Leather Sports Shoes
41738,Women,Footwear,Shoes,Heels,Brown,Winter,2012.0,Casual,Catwalk Women Brown Heels
22864,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2016.0,Casual,Woodland Men Camel Casual Shoes
2348,Men,Apparel,Topwear,Tshirts,Blue,Fall,2010.0,Casual,Reebok Men Basketball Blue T-shirt
48487,Women,Apparel,Topwear,Tops,White,Summer,2012.0,Casual,French Connection Women White Top
28562,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2012.0,Casual,Nike Men Brushed Navy blue T-shirt
1995,Men,Apparel,Topwear,Tshirts,Red,Fall,2010.0,Casual,ADIDAS Mens Crew Red T-shirt
19641,Men,Apparel,Topwear,Sweatshirts,Black,Fall,2011.0,Casual,United Colors of Benetton Men Solid Black Sweatshirt
16609,Men,Apparel,Bottomwear,Trousers,Grey,Fall,2011.0,Formal,Genesis Men Stripes Grey Trouser
43639,Women,Apparel,Topwear,Tops,Magenta,Summer,2012.0,Casual,Vero Moda Women Magenta Top
6982,Men,Apparel,Bottomwear,Track Pants,Cream,Summer,2011.0,Casual,Timberland Men's Madbury Convertible Off White Pant
7850,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Casual,Proline Men Grey & Blue Striped Polo T-shirt
19473,Men,Apparel,Topwear,Sweatshirts,Purple,Summer,2012.0,Casual,Quiksilver Men Purple Sweatshirt
31219,Women,Footwear,Shoes,Casual Shoes,White,Summer,2012.0,Casual,Lotto Women Skate White Casual Shoes
13975,Men,Footwear,Flip Flops,Flip Flops,Black,Fall,2011.0,Casual,Puma Men Pop Art Black Flip Flops
8818,Men,Apparel,Topwear,Shirts,Pink,Fall,2011.0,Casual,Spykar Men Ranger Pink Shirt
20159,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,2011.0,Casual,Wrangler Men Dirt Rider Check Navy Blue Shirt
39074,Men,Apparel,Topwear,Shirts,White,Summer,2012.0,Casual,Arrow Sport Men White Slim Fit Shirt
14996,Men,Apparel,Topwear,Sweaters,Blue,Fall,2011.0,Casual,ADIDAS Men Stripes Blue Sweaters
9330,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2011.0,Sports,Fila Men Skylite New Black Shoes
26068,Men,Apparel,Topwear,Shirts,Green,Summer,2012.0,Formal,John Miller Men Striped Green Shirt
6378,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2011.0,Sports,Puma Men's Drift Cat Black Shoe
29020,Men,Apparel,Bottomwear,Track Pants,Grey,Summer,2013.0,Sports,ADIDAS Men Grey Track Pants
9102,Men,Footwear,Sandal,Sandals,Brown,Winter,2011.0,Casual,Buckaroo Men Luz Brown Sandals
18555,Women,Footwear,Shoes,Heels,Brown,Winter,2015.0,Casual,Catwalk Women Casual Brown Flats
27388,Men,Apparel,Topwear,Tshirts,Black,Summer,2016.0,Casual,2go Active Gear USA Men Pack of Three T-shirts
13981,Men,Footwear,Shoes,Sports Shoes,Black,Spring,2012.0,Sports,Puma Mens Speeder Black Sports Shoes
12853,Men,Footwear,Shoes,Formal Shoes,Black,Fall,2012.0,Formal,Lee Cooper Men Formal Black Shoes
59165,Women,Footwear,Shoes,Flats,Pink,Summer,2012.0,Casual,Senorita Women Pink Sandals
56911,Women,Footwear,Shoes,Heels,Green,Winter,2012.0,Casual,HM Women Green Flats
14398,Women,Footwear,Shoes,Casual Shoes,Grey,Summer,2012.0,Formal,Enroute Women DK.Grey shoes
32468,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Sports,ADIDAS Men Black T-shirt
39080,Men,Apparel,Bottomwear,Shorts,Brown,Summer,2012.0,Casual,Arrow Sport Men Brown Cargo Shorts
21843,Boys,Apparel,Topwear,Tshirts,Green,Fall,2011.0,Casual,Chhota Bheem Kids Boys Lost Alien Green T-shirt
37926,Women,Apparel,Topwear,Tops,White,Summer,2012.0,Casual,Mineral Women White Top
38152,Women,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Wildcraft Women White T-shirt
31689,Women,Footwear,Shoes,Sports Shoes,Grey,Summer,2012.0,Sports,Nike Women Lunarfly Grey Sports Shoes
9566,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Formal,John Miller Men Stripes Blue Blue Shirts
17945,Men,Apparel,Bottomwear,Track Pants,Black,Fall,2011.0,Sports,Puma Men No. 1 logo Black Track Pant
35229,Men,Footwear,Shoes,Formal Shoes,Black,Summer,2013.0,Formal,Fortune Men Black Formal Shoes
29676,Men,Apparel,Bottomwear,Trousers,Grey,Summer,2012.0,Casual,Indigo Nation Men Grey Check Trousers
3860,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Ed Hardy Men's Blue Dragon & Sword T-shirt
17179,Men,Apparel,Topwear,Shirts,White,Winter,2016.0,Casual,U.S. Polo Assn. Men Solid White Shirt
47609,Women,Footwear,Shoes,Heels,Maroon,Winter,2012.0,Casual,Portia Women Maroon Flats
24955,Women,Apparel,Topwear,Tshirts,Green,Summer,2012.0,Casual,United Colors of Benetton Women Green T-shirt
32830,Women,Footwear,Shoes,Heels,Gold,Winter,2012.0,Casual,iPanema Women Kirey Gold Flats
4279,Men,Footwear,Shoes,Formal Shoes,Brown,Summer,2011.0,Formal,Rockport Men's Alduna Brown Shoe
38536,Men,Footwear,Shoes,Casual Shoes,White,Summer,2012.0,Casual,Puma Men White Evo Leather Shoes
45962,Women,Apparel,Topwear,Tops,Yellow,Summer,2012.0,Casual,Tokyo Talkies Women Yellow Printed Top
5199,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011.0,Casual,DC Comics Men's Hand Drawn Group Light Grey T-shirt
11880,Men,Footwear,Shoes,Formal Shoes,Black,Fall,2011.0,Formal,Franco Leone Men Formal Black Formal Shoes
1539,Men,Apparel,Topwear,Tshirts,Grey,Fall,2010.0,Casual,Puma Men Ferrari Grey T-shirt
4877,Men,Apparel,Topwear,Tshirts,White,Summer,2016.0,Casual,Levis Kids Boy's Dean White Black Kidswear
22890,Men,Footwear,Sandal,Sandals,Olive,Summer,2012.0,Casual,Woodland Men Olive Casual Sandals
12639,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Probase Men Printed White Tshirts
35827,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012.0,Sports,Fila Men Cavier White Sports Shoes
9754,Women,Apparel,Bottomwear,Track Pants,Black,Fall,2011.0,Casual,ADIDAS Women Ess Mf Yoga Black Pants
48473,Women,Apparel,Dress,Dresses,Blue,Winter,2011.0,Casual,French Connection Women Blue Dress
23942,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011.0,Sports,Lotto Men White Acro Sports Shoes
16299,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,2011.0,Casual,Peter England Men Stripes Navy Blue Shirt
27182,Men,Apparel,Bottomwear,Trousers,Brown,Summer,2012.0,Formal,Mark Taylor Men Striped Brown Trousers
26050,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Formal,John Miller Men Striped Blue Shirt
12265,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Formal,Genesis Men Stripes White Shirts
3632,Men,Footwear,Flip Flops,Flip Flops,Blue,Summer,2011.0,Casual,Puma Men's Webster Navy Grey Flip Flop
17717,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,2011.0,Casual,Reid & Taylor Men Check Navy Blue Shirt
30909,Women,Apparel,Topwear,Tops,Green,Summer,2012.0,Ethnic,Fabindia Women Striped Green Top
34595,Women,Apparel,Topwear,Tops,Teal,Summer,2012.0,Casual,Tonga Women Teal Top
35447,Girls,Apparel,Topwear,Tops,Red,Summer,2012.0,Casual,Doodle Girls Printed Red Top
7292,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,DC Comics Men's Dist Royal Blue T-shirt
29018,Men,Apparel,Topwear,Tshirts,Grey,Summer,2012.0,Casual,ADIDAS Men Color Block Grey T-shirt
15040,Men,Apparel,Topwear,Sweatshirts,Purple,Fall,2011.0,Casual,ADIDAS Men Printed Purple Sweatshirts
4417,Men,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,Free Authority Men's Cool Monkey Headphones White T-shirt
24707,Men,Apparel,Topwear,Tshirts,Yellow,Fall,2011.0,Casual,Puma Men Yellow Printed T-shirt
1165,Men,Apparel,Topwear,Tshirts,Blue,Summer,2013.0,Sports,Nike Mean Team India Cricket Jersey
56929,Women,Footwear,Shoes,Flats,White,Winter,2012.0,Casual,HM Women White Sandals
4625,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2011.0,Sports,ADIDAS Men's Football Hard Ground White Black Shoe
21047,Women,Footwear,Shoes,Heels,White,Fall,2011.0,Casual,Clarks Women Santa Cruz White Flats
20195,Men,Apparel,Topwear,Tshirts,Charcoal,Fall,2011.0,Casual,Wrangler Men Polo Charcoal T-shirt
38956,Boys,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Gini and Jony Boys Printed Blue T-shirt
32450,Women,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,ADIDAS Women Printed Black T-shirt
40070,Women,Apparel,Bottomwear,Capris,Black,Summer,2012.0,Casual,ADIDAS Women Black Capris
33582,Men,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Wrangler Men True Rider White T-shirt
30307,Men,Apparel,Topwear,Tshirts,Off White,Summer,2012.0,Casual,Myntra Men Surf Punk Off White T-shirt
42727,Women,Footwear,Shoes,Flats,Black,Winter,2012.0,Casual,Rocia Women Black & Beige Sandals
26262,Men,Apparel,Topwear,Tshirts,Green,Summer,2012.0,Casual,Proline Men Green Polo T-Shirt
6172,Men,Apparel,Topwear,Tshirts,Yellow,Summer,2011.0,Casual,Lee Men's Yellow Brass T-shirt
46387,Men,Apparel,Bottomwear,Shorts,Black,Summer,2012.0,Casual,ADIDAS Men Black Shorts
35675,Men,Footwear,Shoes,Casual Shoes,White,Summer,2010.0,Casual,U.S. Polo Assn. Men White Shoes
5393,Men,Footwear,Shoes,Sports Shoes,White,Summer,2011.0,Sports,Kipsta Match Up V2 Black White
4241,Men,Apparel,Topwear,Tshirts,Maroon,Summer,2011.0,Casual,Probase Men's Musical Figures Maroon T-shirt
15616,Men,Apparel,Topwear,Sweatshirts,Olive,Fall,2011.0,Casual,Nike Men Casual Olive Sweatshirts
32808,Women,Footwear,Shoes,Heels,Pink,Winter,2012.0,Casual,iPanema Women Ritmos Pink Flats
21423,Women,Apparel,Topwear,Tops,Black,Winter,2012.0,Casual,Roxy Women Black Top
44888,Men,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Casual,Puma Men Red Polo Neck T-shirt
10364,Men,Apparel,Topwear,Tshirts,Magenta,Fall,2011.0,Casual,United Colors of Benetton Men Solid Magenta T-shirt
3064,Men,Apparel,Topwear,Tshirts,Yellow,Summer,2011.0,Casual,Tantra Men's Arrest Yellow T-shirt
26606,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012.0,Sports,Puma Men Cell Varex White Sports Shoes
54226,Men,Apparel,Bottomwear,Trousers,Charcoal,Summer,2012.0,Casual,Highlander Men Charcoal Chinos
3858,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011.0,Casual,Ed Hardy Men's Grey Bull Dog T-shirt
51754,Women,Footwear,Shoes,Casual Shoes,Pink,Winter,2015.0,Casual,Catwalk Women Pink Moccassins
18935,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Levi's Men Graphic Print Blue Tshirt
47631,Women,Footwear,Shoes,Flats,Pink,Winter,2012.0,Casual,Carlton London Women Pink Shoes
12601,Unisex,Apparel,Topwear,Tshirts,Red,Fall,2011.0,Casual,Tantra Unisex Printed Red Tshirts
49599,Women,Footwear,Shoes,Heels,Black,Winter,2015.0,Casual,Catwalk Women Black Heels
42171,Men,Apparel,Topwear,Tshirts,Black,Winter,2016.0,Casual,Status Quo Men Black T-shirt
3256,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2010.0,Casual,Puma Men's Excurse Black Shoe
2384,Men,Footwear,Shoes,Formal Shoes,Black,Winter,2018.0,Formal,Red Tape Men Semi Black Formal Shoes
30551,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Inkfruit Men Music Evolution Blue T-shirt
22094,Men,Footwear,Shoes,Casual Shoes,White,Summer,2012.0,Casual,Numero Uno Men Casual White Shoes
23146,Men,Apparel,Topwear,Sweatshirts,Brown,Fall,2011.0,Casual,Quechua Men Fleece Brown Sweatshirt
6724,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2011.0,Casual,Locomotive Men's Print Electric Supply Blue T-shirt
37774,Men,Apparel,Topwear,Shirts,Green,Summer,2012.0,Casual,John Players Men Check Shirts
4073,Women,Footwear,Shoes,Casual Shoes,Black,Summer,2011.0,Casual,Numero Uno Women Black Shoe
45354,Women,Footwear,Shoes,Heels,White,Summer,2016.0,Casual,Cobblerz Women White Sandals
10156,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2011.0,Casual,Rockport Men Sc Slip On Brown Casual Shoes
11084,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Scullers Men Check Blue Shirts
14730,Men,Apparel,Topwear,Tshirts,Off White,Fall,2011.0,Casual,Ed Hardy Men Dog Print Off White Tshirts
5367,Men,Footwear,Shoes,Sports Shoes,White,Summer,2011.0,Sports,Artengo Artengo 633d Man Black
36460,Men,Footwear,Shoes,Sports Shoes,White,Summer,2013.0,Sports,Spinn Men Texan White Sports Shoes
52125,Girls,Apparel,Dress,Dresses,Pink,Summer,2012.0,Casual,Doodle Girls Pink Printed Dress
33112,Women,Footwear,Shoes,Casual Shoes,Black,Winter,2015.0,Casual,Catwalk Women Black Casual Shoes
11242,Women,Apparel,Bottomwear,Jeans,Black,Fall,2011.0,Casual,Flying Machine Women Veron Black Jeans
31645,Men,Apparel,Topwear,Shirts,Purple,Summer,2012.0,Formal,Indigo Nation Men Purple Shirt
8478,Women,Apparel,Topwear,Jackets,Blue,Fall,2011.0,Casual,Forever New Women Vintage Blue Jackets
13515,Women,Apparel,Bottomwear,Skirts,Blue,Fall,2011.0,Casual,Palm Tree Kids Girl Washed Blue Skirts
30797,Men,Apparel,Topwear,Shirts,Black,Summer,2012.0,Ethnic,Fabindia Men Hand Block Printed Black Shirt
2142,Men,Apparel,Topwear,Tshirts,Grey,Spring,2011.0,Casual,Basics Men Grey Tshirt
22252,Men,Footwear,Shoes,Casual Shoes,Blue,Summer,2011.0,Casual,ID Men Blue Casual Shoes
16067,Men,Apparel,Bottomwear,Trousers,Black,Fall,2011.0,Casual,Highlander Men Solid Black Trouser
7430,Women,Apparel,Topwear,Tunics,Purple,Summer,2011.0,Casual,W Women Square Neck Short Sleeve Purple Tunic
19813,Men,Apparel,Topwear,Sweatshirts,Green,Fall,2011.0,Casual,U.S. Polo Assn. Men Solid Green Sweatshirt
34337,Men,Apparel,Topwear,Tshirts,Purple,Summer,2012.0,Casual,Myntra Men Angels Oil Purple T-shirt
2370,Men,Footwear,Shoes,Formal Shoes,Black,Winter,2018.0,Formal,Red Tape Men's Semi Black Formal Shoe
9798,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Spykar Men Ranger White Navy Stripe Blue Shirts
13727,Women,Footwear,Shoes,Sports Shoes,Silver,Fall,2011.0,Sports,ADIDAS Women Silver Adi Primo Sports Shoe
7602,Women,Footwear,Shoes,Sports Shoes,Grey,Summer,2011.0,Sports,Nike Women's Dow Dark Grey Shoe
34105,Boys,Apparel,Bottomwear,Shorts,Blue,Summer,2012.0,Casual,Doodle Boys Check Blue Shorts
5155,Women,Apparel,Topwear,Tshirts,Yellow,Summer,2011.0,Casual,Wrangler Women's Lip Print Yellow T-shirt
37780,Men,Apparel,Topwear,Shirts,Green,Summer,2012.0,Casual,John Players Men Bright Striped Shirt
14502,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011.0,Casual,Flying Machine Men Black Casual Shoes
4087,Men,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,Classic Polo Men's White With Purple Navy Maroon Stripe T-shirt
5969,Men,Apparel,Topwear,Shirts,Red,Summer,2011.0,Casual,Locomotive Men Red Blue Checked Shirt
41700,Men,Apparel,Bottomwear,Shorts,Black,Summer,2012.0,Casual,DC Comics Men Black Printed Shorts
11070,Men,Apparel,Topwear,Shirts,Black,Fall,2011.0,Casual,Scullers Men Check Black Shirts
2714,Boys,Apparel,Topwear,Tshirts,Red,Summer,2011.0,Casual,Disney Kids Boy's Red Goofy Surf Kidswear
13343,Boys,Apparel,Bottomwear,Shorts,Black,Fall,2011.0,Casual,Gini and Jony Boys Black Cargo Shorts
27176,Men,Apparel,Topwear,Shirts,White,Summer,2012.0,Formal,Mark Taylor Men Striped White Shirt
19679,Women,Apparel,Topwear,Tops,Black,Summer,2011.0,Casual,United Colors of Benetton Women Solid Black Top
50024,Women,Apparel,Bottomwear,Leggings,Black,Winter,2015.0,Casual,Hanes Women Black ComfortSoft Waistband Cotton Stretch Full Leggings
26898,Women,Apparel,Topwear,Tops,Pink,Summer,2012.0,Casual,Jealous 21 Women Pink Top
7266,Men,Apparel,Bottomwear,Track Pants,Cream,Summer,2011.0,Casual,Timberland Men's Twill 5 Oats Beige Pant
22404,Men,Apparel,Topwear,Shirts,Green,Fall,2011.0,Casual,Mark Taylor Men Striped Green Shirt
16631,Men,Apparel,Topwear,Tshirts,Charcoal,Summer,2016.0,Casual,Facit Men Smart  Charcoal Tshirt
44616,Men,Footwear,Flip Flops,Flip Flops,Black,Summer,2012.0,Casual,Fila Men Black Flip Flops
5531,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2011.0,Sports,Nike Men's Field Trainer Textile Black Shoe
20353,Women,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Spykar Women Washed Blue Jeans
15888,Girls,Footwear,Sandal,Sandals,Green,Fall,2012.0,Casual,Warner Bros Kids Girls TW Big Facelog Green Sandals
11414,Men,Apparel,Topwear,Shirts,Black,Summer,2011.0,Casual,United Colors of Benetton Men Solid Black Shirt
57201,Women,Apparel,Topwear,Tunics,Brown,Summer,2012.0,Casual,Elle Women Brown Tunic
33744,Women,Apparel,Topwear,Tops,Black,Summer,2012.0,Casual,Vero Moda Prim Women Top
36004,Boys,Apparel,Topwear,Tshirts,Yellow,Summer,2012.0,Casual,Ben 10 Boys Crew Yellow T-shirt
39870,Women,Footwear,Shoes,Heels,Gold,Winter,2012.0,Casual,Catwalk Women Gold Flats
15286,Men,Footwear,Shoes,Casual Shoes,White,Winter,2012.0,Casual,Fila Men White Mercury Casual Shoes
20161,Men,Apparel,Topwear,Shirts,Green,Fall,2011.0,Casual,Wrangler Men Neon Accent Green Shirt
14354,Women,Footwear,Shoes,Heels,Brown,Winter,2015.0,Casual,Catwalk Women Casual Brown Flats
44424,Women,Footwear,Shoes,Casual Shoes,White,Summer,2012.0,Casual,Gliders Women White & Red Fortes Shoes
5703,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,2015.0,Casual,Skechers Men's Striking Charcoal Shoe
25413,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012.0,Sports,Nike Men Transform III White Sports Shoes
